cluster_0,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6
,154253449#0,,,,,
,-746533321#4,,,,,
,156575055#8,,,,,
,148642786#0,,,,,
,1237936906#1,,,,,
,24294870#6,,,,,
,-1260445648#0,,,,,
,31280557#5,,,,,
,1259423448,,,,,
,-70936552#2,,,,,
,-746533321#2,,,,,
,30841649#0,,,,,
,197530515#1,,,,,
,679653135#1,,,,,
,1057527740#2,,,,,
,-616560955#2,,,,,
,960810633,,,,,
,197530515#2,,,,,
,685193060#1,,,,,
,-702450016,,,,,
,184314060#0,,,,,
,-71502569#4,,,,,
,88956624#1,,,,,
,-70794984#0,,,,,
,-671522408#5,,,,,
,71470185#1,,,,,
,986505886#3,,,,,
,208649513#4,,,,,
,1057054856#0,,,,,
,156575055#9,,,,,
,91096669#6,,,,,
,-671522408#4,,,,,
,1057050910#1,,,,,
,-685193060#2,,,,,
,156919888#3,,,,,
,-88083348,,,,,
,-70794984#5,,,,,
,266525183#0,,,,,
,161392598#1,,,,,
,-148642786#4,,,,,
,-23217864#0,,,,,
,-161392513#4,,,,,
,-120588896#1,,,,,
,45664134#0,,,,,
,-1237936908#1,,,,,
,154253448,,,,,
,208649513#3,,,,,
,-88083349#7,,,,,
,261324433#2,,,,,
,-154253438,,,,,
,70350396#3,,,,,
,161392626#0,,,,,
,71470210#0,,,,,
,-154253444,,,,,
,71470213#2,,,,,
,-103945938#3,,,,,
,742072642,,,,,
,871138585#2,,,,,
,-156919888#6,,,,,
,115591852#0,,,,,
,-154253434#2,,,,,
,71502569#9,,,,,
,-120588459#2,,,,,
,58209110#1,,,,,
,103945933#0,,,,,
,-679937857,,,,,
,70794980#4,,,,,
,669100015#4,,,,,
,154253469#1,,,,,
,-88083360,,,,,
,-70936554#2,,,,,
,-887406167,,,,,
,-161392620#0,,,,,
,-88937127#0,,,,,
,116436274#1,,,,,
,-88561232#8,,,,,
,-161392615#0,,,,,
,31280557#0,,,,,
,-154253456#0,,,,,
,-120588503#4,,,,,
,190433604#1,,,,,
,154253470#5,,,,,
,161392595#3,,,,,
,1257221457,,,,,
,116436274#0,,,,,
,-120469241#0,,,,,
,-34078514,,,,,
,-871138585#4,,,,,
,71470177#0,,,,,
,70944770#0,,,,,
,45664134#2,,,,,
,71470190#18,,,,,
,-88083349#4,,,,,
,-120588896#5,,,,,
,-44886562#2,,,,,
,161392519#3,,,,,
,-148642786#0,,,,,
,71470213#6,,,,,
,-70794980#7,,,,,
,70936546#4,,,,,
,31280270#0,,,,,
,1229917614#3,,,,,
,154253462#2,,,,,
,-58209110#3,,,,,
,-749995746#0,,,,,
,951228305,,,,,
,1056779405,,,,,
,-71470213#4,,,,,
,566057084,,,,,
,185216947#0,,,,,
,23288277#1,,,,,
,168663960#0,,,,,
,1080759180#9,,,,,
,71470185#0,,,,,
,669103389,,,,,
,749829569#8,,,,,
,-70639085#4,,,,,
,190552057#4,,,,,
,-88083349#1,,,,,
,-685193060#1,,,,,
,-266525191#2,,,,,
,616560955#3,,,,,
,1057054858#4,,,,,
,-161392518#2,,,,,
,120588503#5,,,,,
,139116576,,,,,
,-228076698#0,,,,,
,286703487#1,,,,,
,-230293774#1,,,,,
,1028619488,,,,,
,31280557#9,,,,,
,45018631#0,,,,,
,-44886562#1,,,,,
,-749995746#1,,,,,
,1057050907#2,,,,,
,-104353087#3,,,,,
,-156919888#4,,,,,
,154083062,,,,,
,190552056#2,,,,,
,-266525183#0,,,,,
,91096669#4,,,,,
,24294870#5,,,,,
,-208649513#3,,,,,
,871138585#0,,,,,
,744698554#2,,,,,
,-201348372,,,,,
,1144401619,,,,,
,44886564#3,,,,,
,648082983#1,,,,,
,349459713#2,,,,,
,197665252#1,,,,,
,103945933#2,,,,,
,161392595#2,,,,,
,-71470210#0,,,,,
,30841649#4,,,,,
,-261324433#1,,,,,
,156344565,,,,,
,-88561232#0,,,,,
,-174022595#0,,,,,
,154253469#3,,,,,
,88083336#1,,,,,
,-161392557,,,,,
,1060235883,,,,,
,-71488888#1,,,,,
,58672755#0,,,,,
,-71502569#12,,,,,
,227968024#1,,,,,
,71470190#17,,,,,
,-70794980#4,,,,,
,986505887,,,,,
,-228090234#0,,,,,
,116436279#1,,,,,
,-88937127#1,,,,,
,-161392595#0,,,,,
,70794980#3,,,,,
,185216975#0,,,,,
,185216966,,,,,
,746533317,,,,,
,156919887#0,,,,,
,30841649#2,,,,,
,154253434#3,,,,,
,-70936552#1,,,,,
,23313775,,,,,
,161392564,,,,,
,-44886563,,,,,
,120588459#1,,,,,
,702450013,,,,,
,120588691#0,,,,,
,88083349#8,,,,,
,-190433604#1,,,,,
,-161392595#3,,,,,
,-1257221457,,,,,
,1060226511,,,,,
,960810636,,,,,
,1256063070#1,,,,,
,31280270#1,,,,,
,46655387#0,,,,,
,70364449#3,,,,,
,-161392610,,,,,
,746533321#3,,,,,
,-70794984#2,,,,,
,-190552056#1,,,,,
,157296585#0,,,,,
,744698554#0,,,,,
,-23288278#0,,,,,
,154253457#0,,,,,
,154800556#1,,,,,
,103761128#1,,,,,
,-70936554#5,,,,,
,-23288277#5,,,,,
,-154253462#2,,,,,
,261324433#3,,,,,
,154253463#0,,,,,
,70936552#4,,,,,
,-951228305,,,,,
,161392615#2,,,,,
,-616560955#0,,,,,
,161392518#7,,,,,
,1060226507#1,,,,,
,-46655425,,,,,
,-161392507#0,,,,,
,24294870#3,,,,,
,115591840,,,,,
,88561232#2,,,,,
,154253469#4,,,,,
,-669103389,,,,,
,266525226#1,,,,,
,70794980#5,,,,,
,744266431#2,,,,,
,-71502569#6,,,,,
,-1057054858#4,,,,,
,24294873#2,,,,,
,1028619490,,,,,
,-161392616#0,,,,,
,744698554#1,,,,,
,-28063955#2,,,,,
,751972892#1,,,,,
,154253449#1,,,,,
,156919938#2,,,,,
,1057054858#2,,,,,
,1229917616,,,,,
,746533321#4,,,,,
,45018631#7,,,,,
,-742072640,,,,,
,161392508,,,,,
,986505885,,,,,
,1261366106#0,,,,,
,-154083062,,,,,
,-190552056#2,,,,,
,749829569#6,,,,,
,47120880,,,,,
,-228076698#5,,,,,
,746533321#1,,,,,
,-31277568,,,,,
,1237936904,,,,,
,-46655387#2,,,,,
,-871138585#1,,,,,
,1256063071#1,,,,,
,-44886564#4,,,,,
,197530527#0,,,,,
,70350401,,,,,
,-161392595#2,,,,,
,70364449#0,,,,,
,702450016,,,,,
,24294873#4,,,,,
,-30841649#6,,,,,
,-986505886#0,,,,,
,746884464#2,,,,,
,71502569#4,,,,,
,70794984#0,,,,,
,71470185#6,,,,,
,671522408#5,,,,,
,70350393#3,,,,,
,669100015#1,,,,,
,-58672755#0,,,,,
,313849721#0,,,,,
,104353087#2,,,,,
,70794984#5,,,,,
,148642786#4,,,,,
,23217864#0,,,,,
,1060224075#1,,,,,
,-116436279#1,,,,,
,161392513#4,,,,,
,120588896#1,,,,,
,-70794980#3,,,,,
,-185216975#0,,,,,
,23298949,,,,,
,88083349#7,,,,,
,208649513#0,,,,,
,-228090234#2,,,,,
,-154253434#3,,,,,
,792462092#1,,,,,
,1060235885,,,,,
,-161392564,,,,,
,1229917612#0,,,,,
,-120588459#1,,,,,
,-88956622,,,,,
,1261366104#1,,,,,
,1060226510,,,,,
,1057527743#1,,,,,
,-71502569#3,,,,,
,227968024#3,,,,,
,749869682,,,,,
,-648082983#0,,,,,
,-208649513#14,,,,,
,88937129#0,,,,,
,185216971,,,,,
,-28063955#1,,,,,
,208649513#12,,,,,
,951228304,,,,,
,70364448#0,,,,,
,-228514822#1,,,,,
,70936546#1,,,,,
,744698554#4,,,,,
,58209114#0,,,,,
,154253462#3,,,,,
,-154253457#0,,,,,
,-154800556#1,,,,,
,-154253470#3,,,,,
,23243736#1,,,,,
,23313778,,,,,
,70936554#2,,,,,
,88083360,,,,,
,-70936552#4,,,,,
,887406167,,,,,
,-161392615#2,,,,,
,-228056325#2,,,,,
,156919887#2,,,,,
,161392635#1,,,,,
,-746203451,,,,,
,88956628#1,,,,,
,88937127#0,,,,,
,1259700450#0,,,,,
,161392620#2,,,,,
,-161392518#6,,,,,
,-154253469#4,,,,,
,154253456#0,,,,,
,-266525226#2,,,,,
,120588503#4,,,,,
,190433614,,,,,
,-58672755#1,,,,,
,1261366105#2,,,,,
,-154253461#1,,,,,
,792462092#4,,,,,
,227968024#2,,,,,
,230293774#2,,,,,
,34078514,,,,,
,-120588896#3,,,,,
,-1229917614#2,,,,,
,871138585#4,,,,,
,88083349#4,,,,,
,-1057054858#2,,,,,
,-1229917616,,,,,
,-58209110#2,,,,,
,44886562#2,,,,,
,-70936552#3,,,,,
,154253460#0,,,,,
,-161392508,,,,,
,70794980#7,,,,,
,-71470184,,,,,
,-161392598#0,,,,,
,58209110#3,,,,,
,749995746#0,,,,,
,1057527744#1,,,,,
,70364449#2,,,,,
,1057527744#3,,,,,
,71470213#4,,,,,
,286703487#3,,,,,
,671522408#1,,,,,
,70639085#0,,,,,
,349459713#0,,,,,
,88083349#1,,,,,
,-228514822#0,,,,,
,156575055#11,,,,,
,266525191#0,,,,,
,161392518#2,,,,,
,24294870#2,,,,,
,749995745#1,,,,,
,-228056323,,,,,
,71470194,,,,,
,-154253462#1,,,,,
,230293774#1,,,,,
,-154253461#0,,,,,
,184250113#3,,,,,
,1057527744#0,,,,,
,-120588896#0,,,,,
,261324433#0,,,,,
,44886562#1,,,,,
,749995746#1,,,,,
,-120588503#1,,,,,
,-313849721#0,,,,,
,467596342,,,,,
,-104353087#2,,,,,
,104353087#3,,,,,
,-120588459#3,,,,,
,792462092#0,,,,,
,-1060224075#1,,,,,
,161392507#2,,,,,
,228076698#10,,,,,
,-261368286#0,,,,,
,-208649513#11,,,,,
,-185216975#1,,,,,
,120469241#2,,,,,
,-88083349#6,,,,,
,-116436279#2,,,,,
,31280557#2,,,,,
,-70936554#4,,,,,
,-208649513#1,,,,,
,161392519#0,,,,,
,201348372,,,,,
,-261368286#1,,,,,
,-71502569#8,,,,,
,-1060235885,,,,,
,88954527#2,,,,,
,261324433#1,,,,,
,156575055#10,,,,,
,-262334435#0,,,,,
,1060226508,,,,,
,88561232#0,,,,,
,-156919890#1,,,,,
,286703477#1,,,,,
,24294873#6,,,,,
,1056779401,,,,,
,161392557,,,,,
,71488888#1,,,,,
,70364449#1,,,,,
,154800556#0,,,,,
,59262038#0,,,,,
,234268630#1,,,,,
,-208649513#2,,,,,
,-116436279#3,,,,,
,-1301304519#2,,,,,
,71470219,,,,,
,-951228306,,,,,
,-208649513#13,,,,,
,228090234#0,,,,,
,-154253465,,,,,
,197665252#0,,,,,
,-70364448#0,,,,,
,88937127#1,,,,,
,161392595#0,,,,,
,-156919888#2,,,,,
,156575055#5,,,,,
,-58209114#0,,,,,
,-154253462#3,,,,,
,71470185#3,,,,,
,190552057#3,,,,,
,154253454#0,,,,,
,-23313778,,,,,
,743631281#4,,,,,
,-154253453,,,,,
,70936552#1,,,,,
,103945933#1,,,,,
,-185216947#1,,,,,
,-70794980#1,,,,,
,-161392620#2,,,,,
,44886563,,,,,
,-44886562#3,,,,,
,103945938#1,,,,,
,46655387#1,,,,,
,154253452#0,,,,,
,24294870#9,,,,,
,-190433614,,,,,
,-230293774#2,,,,,
,266525183#2,,,,,
,-161392519#1,,,,,
,566057086,,,,,
,28063955#3,,,,,
,58209114#1,,,,,
,-31303247#2,,,,,
,184250113#1,,,,,
,161392610,,,,,
,741687375,,,,,
,70794984#2,,,,,
,190552056#1,,,,,
,44886560#1,,,,,
,23288278#0,,,,,
,31280557#9-AddedOnRampEdge,,,,,
,-154253460#0,,,,,
,24294870#4,,,,,
,88956623#1,,,,,
,156919937#0,,,,,
,70350396#5,,,,,
,-258044916,,,,,
,23298951#2,,,,,
,70936554#5,,,,,
,23288277#5,,,,,
,-148642786#6,,,,,
,161392518#1,,,,,
,-120469239#0,,,,,
,-161392513#0,,,,,
,1057054855#2,,,,,
,116436279#4,,,,,
,1057527740#1,,,,,
,161392507#0,,,,,
,792462092#5,,,,,
,1279886347#0,,,,,
,-671522408#1,,,,,
,120588691#1,,,,,
,154253470#6,,,,,
,-88083336#2,,,,,
,71502569#5,,,,,
,-161392513#1,,,,,
,31280557#8,,,,,
,161392616#0,,,,,
,-120588503#3,,,,,
,-161392603,,,,,
,70936551#4,,,,,
,28063955#2,,,,,
,70936551#2,,,,,
,190552056#3,,,,,
,-261324433#0,,,,,
,91096669#0,,,,,
,58209112,,,,,
,185216952,,,,,
,1028573258,,,,,
,742072640,,,,,
,71470223,,,,,
,-154253460#1,,,,,
,88083341,,,,,
,1057527741#1,,,,,
,157058384#3,,,,,
,161392620#1,,,,,
,-161392507#2,,,,,
,23217864#2,,,,,
,-228076698#11,,,,,
,228076698#3,,,,,
,1057050907#1,,,,,
,31277568,,,,,
,-30841649#8,,,,,
,-120469241#2,,,,,
,46655387#2,,,,,
,70794980#6,,,,,
,71470190#15,,,,,
,-161392519#0,,,,,
,88956624#0,,,,,
,-228056325#4,,,,,
,-161392635#0,,,,,
,88083347#3,,,,,
,227968024#0,,,,,
,-70794984#1,,,,,
,156919887#3,,,,,
,986505886#0,,,,,
,71470190#9,,,,,
,-1060226508,,,,,
,154253434#0,,,,,
,161392513#3,,,,,
,1057050911,,,,,
,-1056779406#0,,,,,
,960810631#0,,,,,
,23288277#4,,,,,
,-154800556#0,,,,,
,-234268630#1,,,,,
,98593792#1,,,,,
,154253469#0,,,,,
,-197665252#0,,,,,
,184314060#2,,,,,
,365706952,,,,,
,1028619491,,,,,
,148642786#1,,,,,
,154253470#4,,,,,
,749829569#4,,,,,
,-154253454#0,,,,,
,-313849721#1,,,,,
,154253454#1,,,,,
,228090234#2,,,,,
,71470213#5,,,,,
,-70794980#0,,,,,
,-261368286#4,,,,,
,-103945938#1,,,,,
,-46655387#1,,,,,
,-71488888#3,,,,,
,-154253452#0,,,,,
,88956622,,,,,
,960810634#0,,,,,
,1057050913#0,,,,,
,161392616#1,,,,,
,71502569#3,,,,,
,-190433608,,,,,
,-228056325#1,,,,,
,228076698#6,,,,,
,-266525183#3,,,,,
,-208649513#6,,,,,
,1237936906#0,,,,,
,-28063955#3,,,,,
,-58209114#2,,,,,
,208649513#14,,,,,
,234268630#0,,,,,
,-262334435#1,,,,,
,-1257441179,,,,,
,-23243742,,,,,
,70936546#0,,,,,
,28063955#1,,,,,
,228514822#1,,,,,
,31035836#1,,,,,
,208649513#7,,,,,
,-154800540,,,,,
,46655427#0,,,,,
,70364449#6,,,,,
,-103945938#0,,,,,
,58209119#0,,,,,
,174022633#2,,,,,
,154253470#3,,,,,
,190552056#0,,,,,
,-161392518#1,,,,,
,-23288277#3,,,,,
,161392518#3,,,,,
,1060226506#1,,,,,
,-88083349#3,,,,,
,228056325#2,,,,,
,749995746#2,,,,,
,103945933#3,,,,,
,161392626#1,,,,,
,161392518#5,,,,,
,230293774#3,,,,,
,-71502569#2,,,,,
,-154253470#6,,,,,
,58672755#1,,,,,
,749869679#1,,,,,
,154253461#1,,,,,
,-228090234#1,,,,,
,120588896#2,,,,,
,1229917614#0,,,,,
,24294873#5,,,,,
,-190552056#3,,,,,
,185217007,,,,,
,154253463#1,,,,,
,58209110#2,,,,,
,-46655426#1,,,,,
,70936552#3,,,,,
,-671522408#0,,,,,
,34078513#2,,,,,
,-88083341,,,,,
,-23217864#3,,,,,
,-161392620#1,,,,,
,88937129#1,,,,,
,161392598#0,,,,,
,168663961#1,,,,,
,71470177#2,,,,,
,161392519#2,,,,,
,-70794980#6,,,,,
,148642786#5,,,,,
,174022595#2,,,,,
,91096669#1,,,,,
,-679941679,,,,,
,-261368286#5,,,,,
,88083347#0,,,,,
,-161392551,,,,,
,228056323,,,,,
,-161392586#1,,,,,
,88083347#1,,,,,
,-154253434#0,,,,,
,-201348370,,,,,
,-161392513#3,,,,,
,743631281#1,,,,,
,154253462#1,,,,,
,154253461#0,,,,,
,120588458#1,,,,,
,120588503#1,,,,,
,-23288277#4,,,,,
,120588459#3,,,,,
,196629589#5,,,,,
,24294873#7,,,,,
,-154253469#0,,,,,
,261368286#0,,,,,
,-365706952,,,,,
,208649513#11,,,,,
,185216975#1,,,,,
,1057527740#3,,,,,
,1057054858#7,,,,,
,88083349#6,,,,,
,116436279#2,,,,,
,154253457#1,,,,,
,-148642786#1,,,,,
,-154253470#4,,,,,
,31280557#7,,,,,
,70936554#4,,,,,
,-228514822#5,,,,,
,1057050908,,,,,
,-154253454#1,,,,,
,-88561232#5,,,,,
,744777945#0,,,,,
,228514822#8,,,,,
,-120588896#6,,,,,
,261368286#1,,,,,
,71502569#7,,,,,
,-71470213#5,,,,,
,70350393#1,,,,,
,365706961#0,,,,,
,88956623#0,,,,,
,156919938#1,,,,,
,1060224075#0,,,,,
,-679937858,,,,,
,-154253452#1,,,,,
,28063955#4,,,,,
,-1057050913#0,,,,,
,88956620#1,,,,,
,-161392616#1,,,,,
,-228076698#8,,,,,
,-24294874#0,,,,,
,261368286#3,,,,,
,-234268630#0,,,,,
,71470177#3,,,,,
,-23288278#1,,,,,
,208649513#2,,,,,
,116436279#3,,,,,
,88561230,,,,,
,-1057054858#1,,,,,
,-1229917617,,,,,
,1057527744#2,,,,,
,154253465,,,,,
,89881814#0,,,,,
,683457657#2,,,,,
,-89828177,,,,,
,956159234,,,,,
,254327781#3,,,,,
,182236078,,,,,
,-585279933#0,,,,,
,89825903#10,,,,,
,90835548#7,,,,,
,395264636#2,,,,,
,-89831417#2,,,,,
,34605313#1,,,,,
,-199311779#20,,,,,
,89881857#3,,,,,
,89934436#0,,,,,
,156938659#14,,,,,
,145581936#1,,,,,
,199311779#8,,,,,
,-438132738#2,,,,,
,533092485#2,,,,,
,-89934436#2,,,,,
,98883477#11,,,,,
,89822308,,,,,
,683455644#3,,,,,
,89934506#1,,,,,
,43991629#0,,,,,
,89929109#1,,,,,
,-89881836#0,,,,,
,260425576#3,,,,,
,-543019008#1,,,,,
,89881837#4,,,,,
,812846556#0,,,,,
,583741284#1,,,,,
,89881827,,,,,
,89822282#1,,,,,
,89213766#9,,,,,
,395264607#6,,,,,
,395264622#3,,,,,
,54681242#0,,,,,
,395264612#6,,,,,
,618452916,,,,,
,19922745#3,,,,,
,-89822310#1,,,,,
,-395264639#3,,,,,
,-543018988,,,,,
,89213766#3,,,,,
,591738594#2,,,,,
,231524291#0,,,,,
,553054661#0,,,,,
,-577159986#1,,,,,
,31050856#3,,,,,
,156938659#10,,,,,
,579417817#0,,,,,
,199311779#22,,,,,
,199311801#9,,,,,
,-683457660#1,,,,,
,89934511#0,,,,,
,583258515#1,,,,,
,587119225#2,,,,,
,89825900#1,,,,,
,89820772#0,,,,,
,-395264626#4,,,,,
,-31050856#15,,,,,
,89825899,,,,,
,89881820#0,,,,,
,22720676#0,,,,,
,683458164#3,,,,,
,1024849139,,,,,
,89881824#3,,,,,
,37672006#2,,,,,
,89825903#19,,,,,
,89934509#0,,,,,
,-89881824#1,,,,,
,98883477#9,,,,,
,395264635#0,,,,,
,89041314#4,,,,,
,92034752,,,,,
,395264632#2,,,,,
,19922745#0,,,,,
,-533092485#4,,,,,
,89825903#7,,,,,
,-89825914#9,,,,,
,-199311779#26,,,,,
,-44776183#2,,,,,
,89881814#2,,,,,
,89929096#1,,,,,
,99508337#4,,,,,
,77100166#3,,,,,
,-581895213,,,,,
,265225085#1,,,,,
,395264637#0,,,,,
,618273211,,,,,
,597967644,,,,,
,-231439986#1,,,,,
,542927920#0,,,,,
,-32358841#1,,,,,
,89881854#1,,,,,
,199311796#7,,,,,
,92034773#7,,,,,
,89828176#1,,,,,
,89934487,,,,,
,395264607#7,,,,,
,-89820776#3,,,,,
,-683457657#3,,,,,
,260425576#14,,,,,
,-254327781#6,,,,,
,-182236078,,,,,
,-198164112,,,,,
,89881837#3,,,,,
,395264619#9,,,,,
,27916859#1,,,,,
,89825903#1,,,,,
,381697487#4,,,,,
,92029879#1,,,,,
,92034761#2,,,,,
,145581936#3,,,,,
,1126142886,,,,,
,395264628#0,,,,,
,-77100175#1,,,,,
,89881819,,,,,
,438137495#0,,,,,
,193618810#0,,,,,
,89825900#2,,,,,
,89934497#1,,,,,
,-533092485#2,,,,,
,89934518#1,,,,,
,607060797#2,,,,,
,395264631#4,,,,,
,-395264611#3,,,,,
,395264626#6,,,,,
,89041314#7,,,,,
,722841716#3,,,,,
,-395264617#4,,,,,
,-196947991,,,,,
,58683159#0,,,,,
,37672006#9,,,,,
,503056678#0,,,,,
,91006344#0,,,,,
,193618810#1,,,,,
,166180319,,,,,
,89881824#0,,,,,
,395264639#1,,,,,
,89820772#2,,,,,
,872286905#1,,,,,
,43699315#0,,,,,
,89929096#3,,,,,
,-395264612#7,,,,,
,89881854#2,,,,,
,77100175#0,,,,,
,92028366,,,,,
,89881861#0,,,,,
,89823547#0,,,,,
,89825914#10,,,,,
,-231524291#0,,,,,
,-683459298#2,,,,,
,89041314#15,,,,,
,199311779#6,,,,,
,736550490#4,,,,,
,89823564#0,,,,,
,395264620#6,,,,,
,-579417817#0,,,,,
,89825910#2,,,,,
,579331696,,,,,
,89828168,,,,,
,-395264626#3,,,,,
,543019008#0,,,,,
,681548746#0,,,,,
,89825903#23,,,,,
,89825903#11,,,,,
,-395264637#3,,,,,
,-89934511#1,,,,,
,-583258515#1,,,,,
,90835548#0,,,,,
,683457657#4,,,,,
,89881861#1,,,,,
,579417817#1,,,,,
,722841716#0,,,,,
,22720676#8,,,,,
,156938700,,,,,
,-89825899,,,,,
,89213766#8,,,,,
,-22720676#1,,,,,
,-89881824#3,,,,,
,89881837#5,,,,,
,581537566,,,,,
,314205672#4,,,,,
,1024849137,,,,,
,737611521#0,,,,,
,-199311779#12,,,,,
,91689528#9,,,,,
,91686853#2,,,,,
,89820753#1,,,,,
,395264639#0,,,,,
,-92034752,,,,,
,-89822310#2,,,,,
,260425576#16,,,,,
,581742830#3,,,,,
,193618808,,,,,
,-265225085#1,,,,,
,89828174#1,,,,,
,591995053#1,,,,,
,23994706#4,,,,,
,772804655#0,,,,,
,543018993,,,,,
,89828151#1,,,,,
,91689528#11,,,,,
,813026176#0,,,,,
,145581932#0,,,,,
,587119225#3,,,,,
,89934511#2,,,,,
,90835548#5,,,,,
,89934450,,,,,
,597398401,,,,,
,395264610#0,,,,,
,27916859#10,,,,,
,744419622#1,,,,,
,91686853#1,,,,,
,-395264639#4,,,,,
,395264640#7,,,,,
,23994706#6,,,,,
,265221586#2,,,,,
,98883477#10,,,,,
,-683453782#6,,,,,
,265225086,,,,,
,89934444#1,,,,,
,236999711#0,,,,,
,91730169#1,,,,,
,395264624#1,,,,,
,586176997#3,,,,,
,580443868,,,,,
,1013424772,,,,,
,260425576#9,,,,,
,750083498#0,,,,,
,89934509#4,,,,,
,-89881824#0,,,,,
,580443871#0,,,,,
,89828177,,,,,
,579331698#2,,,,,
,585279933#0,,,,,
,395264640#3,,,,,
,89820772#1,,,,,
,531417291#1,,,,,
,196306518,,,,,
,89820763,,,,,
,199311779#21,,,,,
,89929096#2,,,,,
,-89881861#0,,,,,
,-231439988#0,,,,,
,89825910#1,,,,,
,199311794#18,,,,,
,89041314#10,,,,,
,-91689528#8,,,,,
,89822302#3,,,,,
,89881836#0,,,,,
,683455644#4,,,,,
,228056312#1,,,,,
,-543019008#0,,,,,
,89934489#1,,,,,
,-683457657#6,,,,,
,-89881861#1,,,,,
,89822282#0,,,,,
,395264639#3,,,,,
,1299028152#3,,,,,
,543018988,,,,,
,43699315#13,,,,,
,-89823533,,,,,
,945962606#7,,,,,
,91686844,,,,,
,89825903#22,,,,,
,-395264617#2,,,,,
,586176997#1,,,,,
,199311801#11,,,,,
,-91686853#2,,,,,
,89831415#0,,,,,
,577159986#0,,,,,
,37672006#3,,,,,
,-395264639#0,,,,,
,91006343#0,,,,,
,579331697#1,,,,,
,-89046648#6,,,,,
,591365961,,,,,
,89934506#0,,,,,
,395264630#3,,,,,
,683457660#0,,,,,
,89046669#6,,,,,
,314054616#2,,,,,
,89820767#1,,,,,
,92034761#11,,,,,
,-254327781#9,,,,,
,541057035,,,,,
,89934443#0,,,,,
,77100175#2,,,,,
,395264626#4,,,,,
,31050856#12,,,,,
,77100164#6,,,,,
,543019002,,,,,
,237393906#0,,,,,
,-89934511#2,,,,,
,89213766#12,,,,,
,731838356,,,,,
,89823568#0,,,,,
,90835548#10,,,,,
,89881832#0,,,,,
,579331694#0,,,,,
,89881824#1,,,,,
,-89881824#2,,,,,
,-395264610#4,,,,,
,89041314#3,,,,,
,254326640#3,,,,,
,89881841#0,,,,,
,89934497#0,,,,,
,395264640#8,,,,,
,1126142879#0,,,,,
,-91686853#1,,,,,
,533092485#4,,,,,
,-265221586#3,,,,,
,89213766#5,,,,,
,89825914#7,,,,,
,-89822277,,,,,
,395264640#2,,,,,
,-89820776#0,,,,,
,581895213,,,,,
,314054616#0,,,,,
,738893122#2,,,,,
,231439986#1,,,,,
,91686849#5,,,,,
,89881837#0,,,,,
,32358841#0,,,,,
,750083498#2,,,,,
,-531417291#2,,,,,
,27916859#21,,,,,
,395264612#0,,,,,
,759797589#0,,,,,
,89820776#2,,,,,
,23994706#2,,,,,
,198164112,,,,,
,236667129#2,,,,,
,395264624#0,,,,,
,89820776#1,,,,,
,-531417291#1,,,,,
,89929086,,,,,
,-196306518,,,,,
,-200681431,,,,,
,-89820763,,,,,
,-199311779#21,,,,,
,612573410#3,,,,,
,-199311779#15,,,,,
,77100175#1,,,,,
,199311779#16,,,,,
,89881814#1,,,,,
,583741284#5,,,,,
,91006344#5,,,,,
,89934449#0,,,,,
,89881836#2,,,,,
,43699315#2,,,,,
,395264611#2,,,,,
,395264617#3,,,,,
,-89820745,,,,,
,196947991,,,,,
,236667129#0,,,,,
,731838355,,,,,
,-543019008#3,,,,,
,-395264610#8,,,,,
,89823539#1,,,,,
,89828155#1,,,,,
,199311801#0,,,,,
,-534412966,,,,,
,89822302#1,,,,,
,89823555#0,,,,,
,581742828,,,,,
,89881857#1,,,,,
,542927920#3,,,,,
,-91686844,,,,,
,945962606#4,,,,,
,41972125#0,,,,,
,89822296,,,,,
,683459298#1,,,,,
,34605308#0,,,,,
,89822284,,,,,
,89213766#7,,,,,
,182236082#0,,,,,
,772804655#2,,,,,
,199311796#3,,,,,
,48390839#0,,,,,
,-591365961,,,,,
,-89934506#0,,,,,
,607060797#1,,,,,
,91006344#3,,,,,
,91686849#4,,,,,
,395264626#2,,,,,
,-89934449#2,,,,,
,395264637#2,,,,,
,40189499,,,,,
,89823567#2,,,,,
,-89934443#0,,,,,
,-77100175#2,,,,,
,395264612#2,,,,,
,156938659#12,,,,,
,89825903#8,,,,,
,34605311#0,,,,,
,89823568#1,,,,,
,89825903#13,,,,,
,199311801#17,,,,,
,-585279933#1,,,,,
,199311796#1,,,,,
,583741284#3,,,,,
,199311779#11,,,,,
,395264617#5,,,,,
,-254326640#3,,,,,
,328531813#0,,,,,
,89822310#0,,,,,
,395264622#1,,,,,
,89822363,,,,,
,-254326640#2,,,,,
,89822310#2,,,,,
,175252040#2,,,,,
,89881820#2,,,,,
,32358841#4,,,,,
,44776176#0,,,,,
,683459397#0,,,,,
,89823558,,,,,
,-31050856#11,,,,,
,-89828180,,,,,
,231439977#1,,,,,
,89934445#4,,,,,
,89825903#0,,,,,
,89934489#0,,,,,
,-683458162#5,,,,,
,-231524291#1,,,,,
,577500018#2,,,,,
,-395264612#1,,,,,
,89213766#0,,,,,
,-89939071,,,,,
,199311779#2,,,,,
,-89820776#1,,,,,
,89041314#1,,,,,
,-199311779#18,,,,,
,227968022#0,,,,,
,89881857#0,,,,,
,395264639#4,,,,,
,89822307#2,,,,,
,89934458#0,,,,,
,-89934449#0,,,,,
,-89881836#2,,,,,
,89828176#3,,,,,
